,Heading,Subheading,Publisher,Published,Found
0,Patrick Industries (NASDAQ:PATK) Sees Strong Trading Volume - MarketBeat,"Patrick Industries, Inc manufactures and distributes component products and materials for the recreational vehicle, marine, manufactured housing, and ...",www.marketbeat.com,2024-06-17 17:48:37,2024-06-18 15:19:47
1,Here's How Much $100 Invested In Patrick Industries 5 Years Ago Would Be Worth Today,Company News- Analysis. Analysis. Market Overview- Currencies- Stock Markets ... Patrick Industries (NASDAQ:PATK) has outperformed the market over ...,uk.investing.com,2024-06-18 23:52:35,2024-06-19 13:26:38
2,Patrick Calhoun | People on The Move - Washington Business Journal,Patrick Calhoun Professionally Recognized at Nanocrine. ... Industries & Topics. Banking & Financial Services- Career & Workplace.,www.bizjournals.com,2024-06-18 15:06:18,2024-06-19 13:26:38
3,"Analysts Are Bullish on Top Consumer Cyclical Stocks: DraftKings (DKNG), Patrick Industries (PATK)",Bank of America Securities analyst Shaun Kelley maintained a Buy rating on DraftKings today. The company's shares closed last Monday at $41.95.,markets.businessinsider.com,2024-06-18 11:51:44,2024-06-19 13:26:38
4,Here's How Much $100 Invested In Patrick Industries 5 Years Ago Would Be Worth Today,Company News- Analysis. Analysis. Market Overview- Currencies- Stock Markets ... Patrick Industries (NASDAQ:PATK) has outperformed the market over ...,uk.investing.com,2024-06-19 04:52:35+00:00,2024-06-19 17:10:14
5,Patrick Calhoun | People on The Move - Washington Business Journal,Patrick Calhoun Professionally Recognized at Nanocrine. ... Industries & Topics. Banking & Financial Services- Career & Workplace.,www.bizjournals.com,2024-06-18 20:06:18+00:00,2024-06-19 17:10:14
6,"Analysts Are Bullish on Top Consumer Cyclical Stocks: DraftKings (DKNG), Patrick Industries (PATK)",Bank of America Securities analyst Shaun Kelley maintained a Buy rating on DraftKings today. The company's shares closed last Monday at $41.95.,markets.businessinsider.com,2024-06-18 16:51:44+00:00,2024-06-19 17:10:14
7,Patrick Industries (NASDAQ:PATK) Sees Strong Trading Volume - MarketBeat,"Patrick Industries, Inc manufactures and distributes component products and materials for the recreational vehicle, marine, manufactured housing, and ...",www.marketbeat.com,2024-06-17 22:48:37+00:00,2024-06-19 17:10:14
8,Patrick Industries Inc Patent: Recycling Laminated Fabrics for Protective Covers,Discover how Patrick Industries Inc is revolutionizing the recycling industry with a patented method for creating protective covers from laminated ...,www.worldconstructionnetwork.com,2024-06-19 23:36:44+00:00,2024-06-20 09:10:03
9,"Analysts Offer Insights on Consumer Cyclical Companies: Lennar (LEN), America's Car-Mart ...","Jadrosich covers the NA sector, focusing on stocks such as Dream Finders Homes, Patrick Industries, and Toll Brothers. Lennar has an analyst ...",markets.businessinsider.com,2024-06-19 14:41:04+00:00,2024-06-20 09:10:03
10,NE Marine Sales Manager - Viega - Trade Only Today,... company's products. Provides on-site training on the proper use of ... Patrick Industries- Patrick Industries Posts 4% Increase in Net Sales. A ...,www.tradeonlytoday.com,2024-06-21 23:49:41+00:00,2024-06-22 10:10:06
11,"Manhize steel plant, a cornerstone of Zimbabwe industrialisation - The Chronicle","Patrick Chitumba, patrick.chitumba@chronicle.co.zw. THE US$1,5 billion ... The development of ancillary industries, such as transportation ...",www.chronicle.co.zw,2024-06-21 10:10:41+00:00,2024-06-22 10:10:06
12,How Is The Market Feeling About Patrick Industries? By Benzinga - Investing.com UK,"Short selling is when a trader sells shares of a company they do not own, with the hope that the price will fall. Traders make money from short ...",uk.investing.com,2024-06-21 08:22:10+00:00,2024-06-22 10:10:06
13,"Analysts Offer Insights on Consumer Cyclical Companies: Polaris (PII), KB Home (KBH) and ...","Jadrosich covers the NA sector, focusing on stocks such as Dream Finders Homes, Patrick Industries, and Toll Brothers. The word on The Street in ...",markets.businessinsider.com,2024-06-20 20:58:06+00:00,2024-06-22 10:10:06
14,"Analysts Offer Insights on Consumer Cyclical Companies: SharkNinja, Inc. (SN) and ...","Stember covers the NA sector, focusing on stocks such as Camping World Holdings, Patrick Industries, and Dorman Products. Currently, the analyst ...",markets.businessinsider.com,2024-06-20 19:31:18+00:00,2024-06-22 10:10:06
