,Heading,Subheading,Publisher,Published,Found
0,Hello Group: A Top Social Media Stock to Watch - inkl,"The company failed to beat the consensus ... Given this backdrop, investors could consider buying logistics stocks such as Universal Logistics Holdings ...",www.inkl.com,2024-06-17 22:18:38,2024-06-18 15:23:29
1,3 Financial Stocks With Analyst Price Targets Suggesting Big Gains - inkl,"WBS serves as the holding company for ... Given this backdrop, investors could consider buying logistics stocks such as Universal Logistics Holdings ...",www.inkl.com,2024-06-17 21:27:49,2024-06-18 15:23:29
2,Hello Group: A Top Social Media Stock to Watch - inkl,"The company failed to beat the consensus ... Given this backdrop, investors could consider buying logistics stocks such as Universal Logistics Holdings ...",www.inkl.com,2024-06-18 03:18:38+00:00,2024-06-19 17:13:37
3,3 Financial Stocks With Analyst Price Targets Suggesting Big Gains - inkl,"WBS serves as the holding company for ... Given this backdrop, investors could consider buying logistics stocks such as Universal Logistics Holdings ...",www.inkl.com,2024-06-18 02:27:49+00:00,2024-06-19 17:13:37
4,We Think Universal Logistics Holdings (NASDAQ:ULH) Is Taking Some Risk With Its Debt,"Universal Logistics Holdings. Provides transportation and logistics solutions in the United States, Mexico, Canada, and Colombia.",simplywall.st,2024-06-20 16:14:48+00:00,2024-06-22 04:13:40
5,Universal Logistics (ULH) Q4 Earnings and Revenues Miss Estimates,"A quarter ago, it was expected that this trucking and logistics company ... Universal Logistics Holdings, Inc. (ULH) : Free Stock Analysis Report.",ca.movies.yahoo.com,2024-06-22 18:58:22+00:00,2024-06-23 04:13:28
6,Global Long-Distance General Freight Trucking Market 2024 : - openPR.com,"... Universal Truckload Holdings Inc., Reynolds Logistics Inc., Carolina ... LLC, New England Motor Freight Inc., A. Duie Pyle Inc., USF Reddaway ...",www.openpr.com,2024-06-25 18:36:03+00:00,2024-06-26 04:13:37
7,Universal Logistics (NASDAQ:ULH) Trading Up 4% - MarketBeat,"Universal Logistics Holdings, Inc provides transportation and logistics solutions in the United States, Mexico, Canada, and Colombia. The company ...",www.marketbeat.com,2024-06-24 17:56:43+00:00,2024-06-26 04:13:37
8,RXO rips huge gain after landing Coyote Logistics; UPS also heads higher | Seeking Alpha,"Oppenheimer expects the proceeds to go toward the company's interest in growing its healthcare logistics business. ... Universal Logistics Holdings, Inc ...",seekingalpha.com,2024-06-24 15:20:40+00:00,2024-06-26 04:13:37
9,"Quadrature Capital Ltd Has $321000 Holdings in Pangaea Logistics Solutions, Ltd. (NASDAQ:PANL)","Other institutional investors also recently modified their holdings of the company. ... Universal Logistics Holdings, Inc. (NASDAQ:ULH) Shares Bought by ...",www.defenseworld.net,2024-06-26 08:58:28+00:00,2024-06-26 20:13:47
10,Looking At General Motors's Recent Unusual Options Activity - Quantisnow,"Universal Logistics Holdings, Inc. Named a 2023 Supplier of the Year by ... company Wipro Limited, have tea. 3/5/24 7:30:00 AM ET. $GM- $MGA.",quantisnow.com,2024-06-27 23:10:51+00:00,2024-06-28 05:13:38
11,"Buzz on Wall Street for rest of 2024 will focus on election, EVs and earnings","After that, though, the stock with the biggest gains was Warren-based Universal Logistics Holdings, up 46% for the six months through June 26. And ...",www.freep.com,2024-06-28 19:34:07+00:00,2024-06-28 20:13:46
12,AI In Supply Chain Market Demand And Growth Rate Forecast 2024-2032 | Taiwan News,McLane Company; DHL; Amazon; CSX; XPO Logistics; C.H. Robinson; HUB Group; Burrus Logistics; Echo Global Logistics; Universal Logistics Holdings; Havi,www.taiwannews.com.tw,2024-06-28 09:47:45+00:00,2024-06-28 20:13:46
13,"At US$39.38, Is Universal Logistics Holdings, Inc. (NASDAQ:ULH) Worth Looking At Closely?","Universal Logistics Holdings, Inc. (NASDAQ:ULH), is not the largest company out there, but it received a lot of attention from a substantial price ...",finance.yahoo.com,2024-07-06 14:26:32+00:00,2024-07-06 21:14:19
14,China's BYD acquires 20% stake in Thai dealer Rever Automotive - Yahoo Finance,"... Co and Isuzu Motors. In the first quarter of 2024, BYD commanded a 46 ... Simply Wall St. At US$39.38, Is Universal Logistics Holdings, Inc.",uk.finance.yahoo.com,2024-07-06 14:25:27+00:00,2024-07-06 21:14:19
15,Reflecting On Transportation and Logistics Stocks' Q1 Earnings: CSX (NASDAQ:CSX),"Like other industrials companies, transportation and logistics companies are at the whim of economic cycles. ... Universal Logistics reported revenues ...",finance.yahoo.com,2024-07-10 17:47:22+00:00,2024-07-10 21:14:19
16,Q1 Earnings Highs And Lows: Avis Budget Group (NASDAQ:CAR) Vs The Rest Of The ...,"It was an incredible quarter for the company, with revenue and EPS exceeding Wall Street's expectations. Universal Logistics Total Revenue.",finance.yahoo.com,2024-07-09 19:28:55+00:00,2024-07-10 21:14:19
17,Paul Skenes pitches 7 no-hit innings as the Pirates blank the Brewers 1-0 | KWKT - FOX 44,"... Universal Logistics Holdings to Report Second Quarter … Cision PR ... KARAOKE at Soul Fire Brewing Co. Soul Fire Brewing Co- Wed, Jul 10 @6 ...",www.fox44news.com,2024-07-12 03:06:15+00:00,2024-07-12 06:14:45
18,"Universal Logistics Holdings to Report Second Quarter 2024 Earnings on Thursday, July 25, 2024","The company's quarterly earnings conference call will be held Friday, July 26, 2024 at 10:00 a.m. Eastern Time. Universal Logistics Holdings logo ( ...",www.marketscreener.com,2024-07-12 02:55:18+00:00,2024-07-12 06:14:45
19,"Universal Logistics Holdings to Report Second Quarter 2024 Earnings on Thursday, July 25 ...","WARREN, Mich. , July 11, 2024 /PRNewswire/ -- Universal Logistics Holdings, Inc. (NASDAQ: ULH) announced today the planned release of second ...",www.placera.se,2024-07-12 02:52:41+00:00,2024-07-12 06:14:45
20,"TWOU Investors Have Opportunity to Lead 2U, Inc. Securities Fraud Lawsuit","Universal Logistics Holdings to Report Second Quarter 2024 Earnings on Thursday, July 25, 2024- more... Press Releases via Business Wire India.",www.itnewsonline.com,2024-07-11 21:52:18+00:00,2024-07-12 06:14:45
21,Jack Henry Ranked on TIME's List of America's Best Mid-Size Companies 2024,"Universal Logistics Holdings to Report Second Quarter 2024 Earnings on Thursday, July 25, 2024- Homecare Homebase Releases 2025 HH Proposed Rule ...",www.itnewsonline.com,2024-07-11 21:35:53+00:00,2024-07-12 06:14:45
22,HERSHEY SELECTS PUBLICIS' &quot;MiltonONE&quot; AS AGENCY OF RECORD FOR U.S. MEDIA,"The Hershey Company is an industry-leading snacks company ... WARREN, Mich., July 11, 2024 /PRNewswire/ -- Universal Logistics Holdings, Inc.",themalaysianreserve.com,2024-07-11 21:14:02+00:00,2024-07-12 06:14:45
23,"Universal Logistics Holdings to Report Second Quarter 2024 Earnings on Thursday, July 25, 2024","Universal Logistics Holdings, Inc. (""Universal"") is a holding company whose subsidiaries provide a variety of customized transportation and logistics ...",finance.yahoo.com,2024-07-11 21:06:48+00:00,2024-07-12 06:14:45
24,URGENT INVESTIGATION: The M&amp;A Class Action Firm Investigates Merger and Looming ...,"(Nasdaq: FREE), relating to its proposed merger with affiliates of Sababa Holdings FREE LLC. ... Universal Logistics Holdings to Report Second Quarter ...",themalaysianreserve.com,2024-07-11 21:04:10+00:00,2024-07-12 06:14:45
25,"Improved Revenues Required Before SMART Global Holdings, Inc. (NASDAQ:SGH) Stock's ...","The total return for Universal Logistics Holdings (NASDAQ:ULH) ... Simply Wall Street Pty Ltd (ACN 600 056 611), is a Corporate Authorised ...",simplywall.st,2024-07-11 13:09:07+00:00,2024-07-12 06:14:45
26,FDX: 3 Logistics Stocks Positioned to Benefit From Global Supply Chain Upgrades,"Given this backdrop, it could be wise to invest in fundamentally strong logistics stocks Universal Logistics Holdings, Inc. (ULH - Get Rating), FedEx ...",stocknews.com,2024-07-12 18:58:58+00:00,2024-07-12 22:14:40
27,Real AI B.V. and Progressio Solutions Join Forces to Revolutionize AI in MENA Region,"... company's focus on simplifying AI enables clients to assess, transform ... Universal Logistics Holdings to Report Second Quarter 2024 ...",.google.com,2024-07-11 21:32:28+00:00,2024-07-12 22:14:40
28,URGENT STOCKHOLDER REMINDER: The M&amp;A Class Action Firm Investigates Merger ...,"No company, director or officer is above the law. ... Universal Logistics Holdings to Report Second Quarter 2024 Earnings on Thursday, July 25, 2024.",themalaysianreserve.com,2024-07-11 21:17:33+00:00,2024-07-12 22:14:40
29,"Universal Logistics Holdings to Report Second Quarter 2024 Earnings on Thursday, July 25, 2024","Universal Logistics Holdings, Inc. (“Universal”) is a holding company whose subsidiaries provide a variety of customized transportation and logistics ...",themalaysianreserve.com,2024-07-11 21:03:52+00:00,2024-07-12 22:14:40
30,Quantbot Technologies LP Decreases Holdings in Arch Capital Group Ltd. (NASDAQ:ACGL),"The company has a current ratio of 0.59, a quick ratio of ... Empowered Funds LLC Acquires 10,191 Shares of Universal Logistics Holdings, Inc.",www.defenseworld.net,2024-07-14 17:46:57+00:00,2024-07-14 22:14:11
31,Q1 Earnings Highlights: U-Haul (NYSE:UHAL) Vs The Rest Of The Ground Transportation Stocks,"Universal Logistics reported revenues of $491.9 ... logistics company offering a portfolio of truckload, intermodal, and logistics solutions.",finance.yahoo.com,2024-07-16 01:18:20+00:00,2024-07-16 07:14:09
32,"Truck-as-a-Service Market Size | Global Forecasts, 2024 -2033 - openPR.com","... Universal Logistics Holdings, Inc., Marten ... LLC, USF Reddaway Inc., Ruan Transportation Management Systems, Southeastern Freight Lines",www.openpr.com,2024-07-17 11:46:35+00:00,2024-07-17 15:14:05
33,Ground Transportation Stocks Q1 Highlights: Saia (NASDAQ:SAIA) - The Globe and Mail,"Universal Logistics Holdings, Inc. (NASDAQ:ULH) is a provider of customized transportation and logistics solutions operating throughout the United ...",www.theglobeandmail.com,2024-07-18 14:44:34+00:00,2024-07-18 23:13:47
34,Ground Transportation Stocks Q1 Highlights: Saia (NASDAQ:SAIA) | Investing.com Canada,"... companies are handling the current business environment. Let's ... Best Q1: Universal Logistics (NASDAQ:ULH) Universal Logistics Holdings, Inc.",ca.investing.com,2024-07-18 21:58:26+00:00,2024-07-19 15:13:56
35,FDX: 3 Transportation Stocks Moving the Economy Forward - StockNews,"FedEx Corporation (FDX -- Westinghouse Air Brake Technologies Corporation (WAB -- Universal Logistics Holdings, Inc. (ULH - ...",stocknews.com,2024-07-20 03:54:10+00:00,2024-07-20 08:13:44
36,"Allspring Global Investments Holdings LLC Has $242,000 Stock Position in Pangaea ...","Allspring Global Investments Holdings LLC increased its holdings in Pangaea Logistics Solutions, Ltd. ... The Goldman Sachs Group Increases Universal ...",www.defenseworld.net,2024-07-20 11:00:54+00:00,2024-07-20 23:13:47
37,"BNP Paribas Financial Markets Increases Stock Position in Universal Technical Institute, Inc ...","BNP Paribas Financial Markets lifted its holdings in shares of Universal Technical Institute, Inc. ... StockNews.com Lowers Pangaea Logistics Solutions ...",www.defenseworld.net,2024-07-21 11:16:51+00:00,2024-07-22 07:13:44
38,Universal Logistics (NASDAQ:ULH) Q1 Earnings: Leading The Ground Transportation Pack,Universal Logistics scored the biggest analyst estimates beat of the whole group. ... transportation company specializing in freight and last ...,finance.yahoo.com,2024-07-22 18:16:51+00:00,2024-07-22 23:13:41
39,Universal Truckload: Q2 Earnings Snapshot - WTOP News,"(AP) — Universal Logistics Holdings, Inc. (ULH) on Thursday reported earnings of $30.7 million in its second quarter. The Warren, Michigan-based ...",wtop.com,2024-07-26 05:15:48+00:00,2024-07-26 07:14:35
40,Universal Logistics (ULH) Q2 Earnings and Revenues Surpass Estimates | Nasdaq,"This ocean transportation and logistics services company is ... Universal Logistics Holdings, Inc. (ULH) : Free Stock Analysis Report.",www.nasdaq.com,2024-07-26 05:08:45+00:00,2024-07-26 07:14:35
41,"Universal Logistics Holdings, Inc. Reports Earnings Results for the Second Quarter and Six ...","Universal Logistics Holdings, Inc. reported earnings results for the second quarter and six months ended June 29, 2024. For the second quarter, ...",www.marketscreener.com,2024-07-26 03:08:02+00:00,2024-07-26 07:14:35
42,Universal Truckload: Q2 Earnings Snapshot - MarketScreener,"WARREN, Mich. — WARREN, Mich. — Universal Logistics Holdings, Inc. on Thursday reported earnings of $30.7 million in its second quarter.",www.marketscreener.com,2024-07-26 02:53:14+00:00,2024-07-26 07:14:35
43,Universal Logistics Holdings Reports Second Quarter 2024 Financial Results; Declares Dividend,"PRNewswire/ -- Universal Logistics Holdings, Inc. (NASDAQ: ULH) today reported consolidated second quarter 2024 net income of $30.7 million, ...",www.prnewswire.com,2024-07-26 02:16:08+00:00,2024-07-26 07:14:35
44,Universal Logistics Holdings Inc reports results for the quarter ended in January - Earnings Summary,FORECAST CHANGESRECOMMENDATIONSWall Street's median 12-month price target for Universal Logistics Holdings Inc is $46.00 This summary was machine ...,www.tradingview.com,2024-07-25 22:38:45+00:00,2024-07-26 07:14:35
45,Universal Logistics (NASDAQ:ULH) Reports Q2 In Line With Expectations - Yahoo Finance,Transportation and logistics solutions provider Universal Logistics Holdings ... A company's long-term performance can indicate its business quality.,finance.yahoo.com,2024-07-25 21:44:58+00:00,2024-07-26 07:14:35
