Ticker,Name,Sector,Cap,NameCln
LLY,Lilly(Eli) & Co,Healthcare,767794.0,Eli Lilly
UNH,Unitedhealth Group Inc,Healthcare,463580.0,Unitedhealth Group
JNJ,Johnson & Johnson,Healthcare,347476.0,Johnson & Johnson
MRK,Merck & Co Inc,Healthcare,319362.0,Merck
ABBV,Abbvie Inc,Healthcare,274310.0,Abbvie
TMO,Thermo Fisher Scientific Inc.,Healthcare,218559.0,Thermo Fisher Scientific
DHR,Danaher Corp.,Healthcare,191623.0,Danaher
ABT,Abbott Laboratories,Healthcare,177356.0,Abbott Laboratories
AMGN,AMGEN Inc.,Healthcare,161032.0,AMGEN
PFE,Pfizer Inc.,Healthcare,160365.0,Pfizer
ISRG,Intuitive Surgical Inc,Healthcare,142245.0,Intuitive Surgical
SYK,Stryker Corp.,Healthcare,129260.0,Stryker
VRTX,"Vertex Pharmaceuticals, Inc.",Healthcare,115319.0,Vertex Pharmaceuticals
BSX,Boston Scientific Corp.,Healthcare,110513.0,Boston Scientific
MDT,Medtronic Plc,Healthcare,108881.0,Medtronic
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,105047.0,Regeneron Pharmaceuticals
CI,Cigna Group (The),Healthcare,94656.0,Cigna Group
HCA,HCA Healthcare Inc,Healthcare,83462.0,HCA Healthcare
BMY,Bristol-Myers Squibb Co.,Healthcare,82077.0,Bristol-Myers Squibb
GILD,"Gilead Sciences, Inc.",Healthcare,79660.0,Gilead Sciences
ZTS,Zoetis Inc,Healthcare,78163.0,Zoetis
MCK,Mckesson Corporation,Healthcare,71396.0,Mckesson
CVS,CVS Health Corp,Healthcare,67326.0,CVS Health
BDX,Becton Dickinson & Co.,Healthcare,65547.0,Becton Dickinson
EW,Edwards Lifesciences Corp,Healthcare,52450.0,Edwards Lifesciences
DXCM,Dexcom Inc,Healthcare,50657.0,Dexcom
A,Agilent Technologies Inc.,Healthcare,43434.0,Agilent Technologies
HUM,Humana Inc.,Healthcare,42080.0,Humana
IDXX,"Idexx Laboratories, Inc.",Healthcare,41740.0,Idexx Laboratories
IQV,IQVIA Holdings Inc,Healthcare,41307.0,IQVIA
CNC,Centene Corp.,Healthcare,38807.0,Centene
VEEV,Veeva Systems Inc,Healthcare,32822.0,Veeva Systems
BIIB,Biogen Inc,Healthcare,31846.0,Biogen
MTD,"Mettler-Toledo International, Inc.",Healthcare,31065.0,Mettler-Toledo International
RMD,Resmed Inc.,Healthcare,30435.0,Resmed
ZBH,Zimmer Biomet Holdings Inc,Healthcare,23932.0,Zimmer Biomet
WST,"West Pharmaceutical Services, Inc.",Healthcare,23854.0,West Pharmaceutical Services
CAH,"Cardinal Health, Inc.",Healthcare,23078.0,Cardinal Health
STE,Steris Plc,Healthcare,22074.0,Steris
WAT,Waters Corp.,Healthcare,19685.0,Waters
ALGN,"Align Technology, Inc.",Healthcare,19104.0,Align Technology
MOH,Molina Healthcare Inc,Healthcare,18992.0,Molina Healthcare
ALNY,Alnylam Pharmaceuticals Inc,Healthcare,18981.0,Alnylam Pharmaceuticals
COO,"Cooper Companies, Inc.",Healthcare,18222.0,Cooper
BAX,Baxter International Inc.,Healthcare,17249.0,Baxter International
HOLX,"Hologic, Inc.",Healthcare,17121.0,Hologic
ILMN,Illumina Inc,Healthcare,16731.0,Illumina
VAR,"Varian Medical Systems, Inc.",Healthcare,16262.0,Varian Medical Systems
GEN,Gen Digital Inc,Healthcare,15535.0,Gen Digital
DGX,"Quest Diagnostics, Inc.",Healthcare,15432.0,Quest Diagnostics
PKI,Revvity Inc.,Healthcare,14456.0,Revvity
NBIX,"Neurocrine Biosciences, Inc.",Healthcare,14138.0,Neurocrine Biosciences
BMRN,Biomarin Pharmaceutical Inc.,Healthcare,14133.0,Biomarin Pharmaceutical
NTRA,Natera Inc,Healthcare,13455.0,Natera
WBA,Walgreens Boots Alliance Inc,Healthcare,13269.0,Walgreens Boots Alliance
INCY,Incyte Corp.,Healthcare,12855.0,Incyte
UHS,"Universal Health Services, Inc.",Healthcare,12783.0,Universal Health Services
THC,Tenet Healthcare Corp.,Healthcare,12783.0,Tenet Healthcare
DVA,DaVita Inc,Healthcare,12600.0,DaVita
